codigo;cod_competencia;identificador;nombre
habi862;compe63;3246;Simplifica fracciones. Reduce a común denominador
habi863;compe63;3248;Resuelve problemas de proporcionalidad directa e inversa
habi864;compe64;3252;Opera con potencias de base 10. Calcula cuadrados y cubos
habi865;compe64;3254;Expresa en forma de potencia un producto de factores iguales
habi866;compe64;3256;Calcula potencias de exponente natural
habi867;compe64;3258;Opera con potencias de base entera y exponente natural
habi868;compe64;3259;Opera con todo tipo de potencias
habi869;compe64;3260;Realiza el cálculo aproximado de raíces cuadradas
habi870;compe64;3262;Calcula la raíz cuadrada de un número
habi871;compe65;3265;Conoce y utiliza la notación científica
habi872;compe65;3266;Resuelve problemas mediante dos o más operaciones aritméticas
habi873;compe65;3268;Opera combinadamente con fracciones y números decimales
habi874;compe65;3270;Opera combinadamente con números naturales
habi875;compe65;3272;Opera combinadamente con números decimales
habi876;compe65;3274;Opera combinadamente con números fraccionarios
habi877;compe66;3278;Utiliza la calculadora como herramienta de cálculo matemático
habi878;compe67;3300;Distingue los elementos básicos de un problema (pregunta y datos importantes)
habi879;compe67;3302;Resuelve juegos matemáticos de sumas y restas
habi880;compe67;3304;Reconoce las palabras clave y representa gráficamente el enunciado de un problema
habi881;compe67;3306;Utiliza estrategias de resolución de problemas aplicados a la vida real
habi882;compe67;3308;Resuelve juegos matemáticos de diagramas de cálculo
habi883;compe67;3310;Resuelve juegos matemáticos de series gráficas
habi884;compe67;3312;Resuelve juegos matemáticos de reglas y estrategias (adivina números ocultos)
habi885;compe67;3314;Resuelve juegos matemáticos de diagramas multiplicativos
habi886;compe68;3322;Resuelve problemas utilizando ecuaciones de primer grado
habi887;compe68;3324;Lee y escribe expresiones algebraicas e interpretación fórmulas y expresiones algebraicas
habi888;compe68;3326;Realiza sumas, restas, multiplicaciones y divisiones con expresiones algebraicas
habi889;compe68;3327;Descompone polinomios
habi890;compe68;3328;Aplica la propiedad distributiva de una expresión algebraica
habi891;compe68;3329;Utiliza las identidades notable
habi892;compe68;3330;Escribe la ecuación de una función definida según un criterio establecido
habi893;compe68;3332;Construye una tabla de valores de una función
habi894;compe68;3334;Representa gráficamente una función
habi895;compe68;3336;Resuelve ecuaciones de primer grado con una incógnita
habi896;compe68;3337;Resuelve problemas utilizando métodos numéricos, gráficos y algebraicos
habi897;compe68;3338;Resuelve ecuaciones de segundo grado
habi898;compe68;3340;Resuelve sistema de ecuaciones
habi899;compe69;3380;Conoce los conceptos de punto, recta y plano
habi900;compe69;3382;Reconoce y dibuja líneas abiertas y cerradas
habi901;compe69;3384;Reconoce y dibuja líneas curvas y rectas
habi902;compe69;3386;Completa figuras simétricas
habi903;compe69;3388;Reconoce y dibuja curvas abiertas y cerradas
habi904;compe69;3390;Reconoce y dibuja rectas paralelas, perpendiculares y secantes
habi905;compe69;3392;Identifica en un plano las posiciones de dos rectas
habi906;compe69;3394;Representa la mediatriz de un segmento
habi907;compe70;3410;Identifica, mide y transporta ángulos
habi908;compe70;3412;Reconoce y clasifica ángulos (rectos, agudos, obtusos)
habi909;compe70;3414;Compara tipos de ángulos (complementarios, suplementarios y opuestos)
habi910;compe70;3416;Calcula los ángulos complementario y suplementario de otro
habi911;compe70;3418;Representa la bisectriz de un ángulo
habi912;compe71;3430;Reconoce y dibuja formas: cuadrado, círculo, triángulo …
habi913;compe71;3432;Comprende el concepto de polígono. Reconoce y representa polígonos regulares e irregulares
habi914;compe71;3434;Conoce elementos geométricos básicos (lado, vértice, perímetro ...)
habi915;compe71;3436;Clasifica polígonos según diversos criterios
habi916;compe71;3438;Clasifica cuadriláteros
habi917;compe71;3440;Realiza la composición y descomposición de un polígono
habi918;compe72;3452;Reconoce tipos de triángulos
habi919;compe72;3454;Comprende y aplica el teorema de Pitágoras
habi920;compe72;3456;Comprende y aplica el primer teorema de Tales
habi921;compe72;3458;Dibuja los elementos de un triángulo 3460 Resuelve problemas aplicando las propiedades de los triángulos
habi922;compe73;3474;Conoce las partes de la circunferencia
habi923;compe73;3476;Diferencia entre circunferencia y círculo
habi924;compe73;3478;Conoce las partes del círculo
habi925;compe73;3480;Identifica y dibuja los elementos de la circunferencia
habi926;compe74;3492;Clasifica formas geométricas planas
habi927;compe74;3494;Resuelve problemas de cálculo de perímetros de figuras planas
habi928;compe74;3496;Resuelve problemas de cálculo de áreas de figuras planas
habi929;compe74;3498;Resuelve problemas de aplicación de fórmulas (longitud circunferencia, área círculo) 3500
habi930;compe74;3500;Conoce áreas de figuras planas (cuadrados, triángulos, rectángulos, círculos)
habi931;compe74;3502;Conoce conceptos de geometría plana. Mide y calcula ángulos
habi932;compe75;3516;Conoce cuerpos geométricos (esfera y cubo ...)
habi933;compe75;3518;Identifica cuerpos geométricos en objetos familiares (cubo, cilindro ...)
habi934;compe75;3520;Identifica y clasifica figuras y cuerpos geométricos ( cubo, pirámide, cilindro, esfera ...)
habi935;compe75;3522;Reconoce en un poliedro caras, aristas, vértices, ángulos, diagonales y ejes de simetría
habi936;compe75;3524;Identifica y clasifica poliedros
habi937;compe75;3526;Dibuja y construye figuras y cuerpos geométricos
habi938;compe75;3528;Conoce áreas de cuerpos geométricos (cubo, cilindro, prisma, esfera ...)
habi939;compe75;3530;Resuelve problemas de áreas de cuerpos geométricos
habi940;compe75;3532;Calcula el volumen de cuerpos geométricos
habi941;compe75;3534;Resuelve problemas de volúmenes de cuerpos geométricos
habi942;compe76;3550;Sigue itinerarios utilizando puntos de referencia
habi943;compe76;3552;Utiliza las coordenadas cartesianas para situar puntos en el espacio
habi944;compe76;3554;Representa espacios mediante planos y maquetas
habi945;compe76;3556;Realiza planos, croquis e itinerarios
habi946;compe76;3558;Busca información en mapas a partir de unas coordenadas
habi947;compe76;3560;Interpreta las dimensiones representadas en mapas y planos aplicando el concepto de escala
habi948;compe77;3576;Diferencia entre: grandepequeño, largo-corto, lleno-vacío
habi949;compe77;3578;Diferencia entre: alto-bajo, grueso- delgado, ancho-estrecho
habi950;compe77;3580;Conoce instrumentos de medida del tiempo
habi951;compe77;3582;Utiliza el reloj
habi952;compe77;3584;Utiliza la regla
habi953;compe77;3586;Utiliza la alanza
habi954;compe77;3588;Utiliza instrumentos de medida (ábaco, regletas, calculadora, balanza, metro, etc.)
habi955;compe77;3590;Usa el transportador de ángulos
habi956;compe77;3592;Adquiere los conceptos de longitud, superficie, volumen, capacidad, masa y tiempo
habi957;compe77;3594;Calcula por estimación medidas de longitud, masa, capacidad, superficie, etc.
habi958;compe77;3596;Utiliza instrumentos para medir líquidos
habi959;compe78;3610;Conoce medidas naturales de longitud (pie, palmo, pulgada)
habi960;compe78;3612;Conoce las unidades de longitud
habi961;compe78;3614;Resuelve problemas de longitud
habi962;compe78;3616;Conoce medidas de longitud tradicionales del país
habi963;compe78;3618;Transforma unidades de longitud (múltiplos y submúltiplos)
habi964;compe78;3620;Expresa de forma compleja e incompleja medidas de longitud
habi965;compe79;3634;Conoce medidas de masa tradicionales del país
habi966;compe79;3636;Resuelve problemas de masa
habi967;compe79;3638;Conoce las unidades de masa
habi968;compe79;3640;Transforma unidades de masa (múltiplos y submúltiplos)
habi969;compe79;3642;Expresa de forma compleja e incompleja medidas de masa
habi970;compe80;3656;Conoce medidas de capacidad tradicionales del país
habi971;compe80;3658;Conoce unidades de capacidad
habi972;compe80;3660;Resuelve problemas de capacidad
habi973;compe80;3662;Transforma unidades de capacidad (múltiplos y submúltiplos)
habi974;compe80;3664;Expresa de forma compleja e incompleja medidas de capacidad
habi975;compe81;3678;Utiliza la cuadrícula para expresar la medida de la superficie de cuadrados y rectángulos
habi976;compe81;3680;Conoce unidades de superficie
habi977;compe81;3682;Transforma unidades de superficie (múltiplos y submúltiplos)
habi978;compe81;3684;Conoce medidas de superficie local y las transforma en metros cuadrados
habi979;compe81;3686;Expresa de forma compleja e incompleja medidas de superficie
habi980;compe82;3700;Conoce unidades de volumen
habi981;compe82;3704;Conoce métodos para calcular el volumen de un cuerpo
habi982;compe82;3706;Transforma unidades de volumen (múltiplos y submúltiplos)
habi983;compe82;3708;Calcula el volumen de cuerpos geométricos
habi984;compe83;3722;Mide ángulos
habi985;compe83;3724;Realiza operaciones en el sistema sexagesimal
habi986;compe83;3726;Resuelve problemas de conversión de medidas angulares
habi987;compe83;3728;Mide ángulos complementarios y suplementarios
habi988;compe83;3730;Expresa de forma compleja e incompleja medidas sexagesimales de ángulos
habi989;compe84;3742;Diferencia: día-noche, mañanatarde, antes-después
habi990;compe84;3744;Realiza estimaciones de la duración de rutinas de la vida diaria
habi991;compe84;3746;Realiza estimaciones temporales: días festivos/días laborables, horas de descanso/comida/juego, etc.
habi992;compe84;3748;Resuelve problemas de tiempo
habi993;compe84;3750;Conoce medidas de tiempo mayores que el día
habi994;compe84;3752;Transforma unidades de tiempo (año, mes, día, hora, minuto y segundo ...)
habi995;compe84;3754;Expresa de forma compleja e incompleja medidas sexagesimales de tiempo
habi996;compe85;3768;Resuelve problemas de precios
habi997;compe85;3770;Conoce monedas y billetes y realiza comparaciones entre ellos
habi998;compe85;3772;Utiliza todo tipo de monedas y billetes (múltiplos y submúltiplos)
habi999;compe85;3774;Realiza conversiones entre monedas
habi1000;compe86;3788;Resuelve problemas con unidades del Sistema Internacional
habi1001;compe86;3790;Conoce las unidades del Sistema Internacional: equivalencias, múltiplos y submúltiplos
habi1002;compe86;3792;Establece relaciones entre el volumen y la capacidad
habi1003;compe86;3794;Establece relaciones entre volumen y masa (cálculo de densidades)
habi1004;compe87;3810;Conoce y clasifica las variables estadísticas
habi1005;compe87;3812;Utiliza técnicas elementales de recogida de datos (encuesta, observación y medición)
habi1006;compe87;3814;Realiza recuentos y registros de datos
habi1007;compe87;3816;Recoge y clasifica datos cualitativos y cuantitativos no agrupados
habi1008;compe88;3826;Construye tablas de recogida de datos
habi1009;compe88;3828;Utiliza la hoja de cálculo para organizar los datos y realizar cálculos
habi1010;compe88;3830;Lee, interpreta y elabora tablas de doble entrada
habi1011;compe88;3832;Representa e interpreta tablas de frecuencias (absoluta, relativa y acumulada)
habi1012;compe89;3846;Representa, interpreta y analiza datos mediante diagramas de barras
habi1013;compe89;3848;Representa, interpreta y analiza datos mediante diagrama de sectores
habi1014;compe89;3850;Representa, interpreta y analiza datos mediante histogramas, polígonos de frecuencias y pictogramas
habi1015;compe89;3852;Obtiene información de gráficas de temas de la vida diaria
habi1016;compe89;3854;Crea gráficos utilizando la hoja de cálculo
habi1017;compe90;3868;Calcula e interpreta medidas de centralización (moda, media, mediana ...)
habi1018;compe90;3870;Calcula e interpreta medidas de dispersión (rango, desviación media y típica, varianza, coeficiente de variación ...)
habi1019;compe90;3872;Calcula e interpreta medidas de posición (cuartiles, percentiles,...)
habi1020;compe91;3886;Identifica experiencias aleatorias
habi1021;compe91;3888;Diferencia entre tipos de sucesos (elementales, compuestos,...)
habi1022;compe91;3890;Determina espacios muestrales
habi1023;compe91;3892;Calcula la probabilidad de un suceso. Aplica la regla de Laplace
habi1024;compe91;3894;Utiliza métodos de conteo (del producto y diagramas de árbol)
habi1025;compe91;3896;Resuelve problemas de probabilidad condicionada
habi1026;compe92;4004;Observa las cualidades perceptibles de los objetos, materiales e imágenes de su entorno y las semejanzas y diferencias entre ellas
habi1027;compe92;4006;Detecta las variaciones en los elementos de su entorno
habi1028;compe92;4008;Identifica las características de los elementos de su entorno y las relaciona con diferentes formas de representación (imágenes fijas o móviles, etc.)
habi1029;compe92;4010;Conoce las características de las estaciones del año
habi1030;compe92;4012;Se sitúa a sí mismo y a objetos en el espacio y describe su posición: izquierda / derecha, dentro / fuera, arriba / abajo, delante / detrás, lejos / cerca, encima / debajo
habi1031;compe92;4016;Identifica el lugar que ocupa en su familia y las relaciones de parentesco entre los miembros de ésta
habi1032;compe92;4018;Comunica información sobre su familia
habi1033;compe92;4020;Identifica personas adultas y compañeros que conviven en la escuela
habi1034;compe92;4023;Conoce las actividades y ocupaciones de las personas de su entorno sociocultural cercano
habi1035;compe92;4024;Establece relaciones entre los espacios y las actividades que se realizan en ellos
habi1036;compe92;4026;Reconoce distintos tipos de viviendas y analiza sus dependencias y materiales
habi1037;compe92;4028;Localiza la procedencia de algunos recursos del marco natural que el ser humano utiliza para vivir
habi1038;compe92;4032;Reconoce y aprecia la pertenencia a grupos sociales con características y rasgos propios: familia, vecindario, etc. (sus normas, sus costumbres, sus valores,etc.)
habi1039;compe92;4035;Conoce tradiciones populares, fiestas y juegos de su zona
habi1040;compe92;4036;Conoce y respeta la diversidad de etnias, culturas, profesiones ... del contexto social
habi1041;compe92;4038;Identifica los medios de transporte y de comunicación analizando sus funciones
habi1042;compe92;4040;Establece relaciones de causa-efecto ante hechos, acontecimientos o situaciones relativas a elementos del entorno natural y social
habi1043;compe93;4050;Construye mecanismos sencillos a partir de elementos cotidianos
habi1044;compe93;4052;Tiene iniciativa para realizar actividades y experiencias
habi1045;compe93;4053;Conoce y diferencia los pasos del método científico
habi1046;compe93;4054;Establece hipótesis ante el planteamiento de un problema utilizando argumentos para justificarlas
habi1047;compe93;4056;Diseña una experiencia para confirmar su hipótesis
habi1048;compe93;4058;Planifica y sigue acciones ordenadas en el tiempo al realizar sus experiencias
habi1049;compe93;4060;Compara los resultados de sus experiencias con las predicciones hechas previamente
habi1050;compe93;4062;Expresa, con precisión y coherencia, por escrito, las conclusiones de sus investigaciones utilizando esquemas, gráficos, tablas…
habi1051;compe93;4064;Expone y defiende en público el proyecto de investigación realizado
habi1052;compe94;4078;Se orienta en el espacio (puntos cardinales)
habi1053;compe94;4080;Conoce e identifica distintas representaciones de la Tierra (planos, mapas, planisferios y globos terráqueos)
habi1054;compe94;4082;Interpreta las dimensiones representadas en mapas y planos. Escalas
habi1055;compe94;4084;Utiliza e interpreta los signos convencionales más usuales que aparecen en los mapas
habi1056;compe94;4086;Localiza diferentes puntos de la Tierra empleando los paralelos y meridianos y las coordenadas geográficas
habi1057;compe94;4088;Conoce la estructura y composición de la atmósfera
habi1058;compe94;4090;Identifica y nombra fenómenos atmosféricos
habi1059;compe94;4092;Describe las causas que producen la formación de las nubes y las precipitaciones
habi1060;compe94;4094;Identifica aparatos que se utilizan para la recogida de datos atmosféricos e indica su función
habi1061;compe94;4096;Explica la dinámica atmosférica
habi1062;compe94;4098;Confecciona e interpreta gráficos sencillos de temperaturas y precipitaciones
habi1063;compe94;4100;Interpreta sencillos mapas meteorológicos distinguiendo sus elementos principales
habi1064;compe94;4102;Define clima, nombra sus elementos e identifica los factores que lo determinan
habi1065;compe94;4104;Explica qué es una zona climática y describe las características de las más importantes
habi1066;compe94;4106;Describe y localiza los tipos de climas del país y analiza sus climogramas
habi1067;compe94;4108;Localiza la hidrosfera y diferencia entre las masas y cursos de agua que la componen
habi1068;compe94;4110;Explica el ciclo del agua
habi1069;compe94;4112;Identifica y nombra los tramos de un río y las características de cada uno de ellos
habi1070;compe94;4114;Reconoce los principales rasgos del relieve y los ríos del continente
habi1071;compe94;4116;Localiza en un mapa los principales accidentes geográficos del país y del continente
habi1072;compe94;4118;Conoce los paisajes predominantes en el país y su dependencia del clima
habi1073;compe95;4132;Explica la organización territorial del país y localiza en mapas políticos las regiones/provincias/departamentos que lo forman
habi1074;compe95;4134;Valora la diversidad cultural, social, política y lingüística del país como fuente de enriquecimiento cultural
habi1075;compe95;4136;Explica qué es la Unión Europea y localiza en un mapa los países miembros
habi1076;compe95;4138;Explica qué es Mercosur y localiza en un mapa los países miembros
habi1077;compe95;4140;Conoce los principales factores que inciden en la distribución de la población y cómo lo hacen
habi1078;compe95;4142;Interpreta pirámides de población y otros gráficos usados en el estudio de la población
habi1079;compe95;4144;Describe los principales rasgos de la población del país y del continente
habi1080;compe95;4146;Explica el proceso de la evolución de la población del país y del continente
habi1081;compe95;4148;Sitúa en un mapa los mayores núcleos de población del país y las zonas más densamente pobladas
habi1082;compe95;4149;Localiza en mapas los países del mundo y sus capitales
habi1083;compe95;4150;Reconoce oficios y trabajos agrícolas, industriales y de servicio valorando sus aportaciones a la sociedad
habi1084;compe95;4152;Identifica los sectores económicos e incluye distintas actividades en el sector al que pertenecen
habi1085;compe95;4154;Describe ordenadamente el proceso de obtención de un producto hasta su venta, e identifica los sectores implicados
habi1086;compe95;4156;Localiza en un mapa los territorios donde se realizan las actividades relevantes de los sectores económicos del país y del continente
habi1087;compe96;4174;Conoce las edades de la historia y los hechos que marcan el inicio y el final de cada una
habi1088;compe96;4176;Explica y valora los cambios sociales asociados al descubrimiento de la escritura, la agricultura y la ganadería
habi1089;compe96;4178;Reconoce el siglo como unidad de medida del tiempo histórico y localiza hechos situándolos a.C. o d.C.
habi1090;compe96;4180;Conoce las grandes civilizaciones y algunas de sus aportaciones
habi1091;compe96;4183;Usa técnicas para localizar en el tiempo y en el espacio hechos del pasado, percibiendo la duración, la simultaneidad y las relaciones entre los acontecimientos
habi1092;compe96;4184;Identifica y localiza en el tiempo y en el espacio los hechos fundamentales de la historia del país, y describe las principales características de cada uno de ellos
habi1093;compe96;4186;Explica aspectos relacionados con la forma de vida y organización social del país en las distintas épocas históricas estudiadas
habi1094;compe96;4188;Describe, en orden cronológico, los principales movimientos artísticos y culturales de las distintas etapas de la historia del país, citando a sus representantes más significativos
habi1095;compe96;4190;Diferencia entre los períodos de la Prehistoria y describe las características básicas de las formas de vida en ellos
habi1096;compe96;4192;Data la Edad Antigua y describe las características básicas de la vida en aquel tiempo
habi1097;compe96;4194;Identifica los rasgos distintivos de las culturas que habitaron el territorio del país durante la Edad Media y describe la evolución política y los distintos modelos sociales
habi1098;compe96;4196;Explica las características de la Edad Moderna y los acontecimientos de este período que determinaron cambios fundamentales en la historia
habi1099;compe96;4198;Explica los principales acontecimientos de los siglos XIX y XX que determinaron la Historia Contemporánea del país
habi1100;compe96;4200;Conoce algunos episodios y personajes históricos de diferentes épocas y analiza críticamente situaciones del pasado y del presente (esclavitud, paro, etc.)
habi1101;compe96;4202;Describe los rasgos característicos de la sociedad actual del país y valora su pertenencia a organismos internacionales
habi1102;compe96;4204;Aprecia el patrimonio histórico, cultural y artístico como riqueza compartida que hay que conocer, preservar y cuidar
habi1103;compe129;6000;Describe cómo se originó el Universo y explica sus principales componentes
habi1104;compe129;6001;Conoce los componentes y las características del Sistema Solar
habi1105;compe129;6002;Diferencia entre los movimientos de la Tierra y explica algunas de sus consecuencias (día/ noche, estaciones)
habi1106;compe129;6007;Relaciona las fases lunares y los eclipses con la posición relativa de la Tierra, la Luna y el Sol
habi1107;compe129;6008;Relaciona las características generales  y los materiales de la corteza, el manto y el núcleo terrestre con su ubicación
habi1108;compe129;6009;Analiza y compara los diferentes modelos que explican la estructura y composición de la Tierra
habi1109;compe129;6010;Relaciona las características de la estructura interna de la Tierra con fenómenos superficiales
habi1110;compe130;6011;Conoce el concepto de mineral e identifica minerales
habi1111;compe130;6012;Conoce el concepto de roca y las clasifica
habi1112;compe130;6013;Explica cómo se originan distintos tipos de rocas
habi1113;compe130;6014;Conoce la utilidad de los minerales y las rocas en la vida cotidiana
habi1114;compe131;6021;Diferencia los procesos de meteorización, erosión, transporte y sedimentación y sus efectos en el relieve
habi1115;compe131;6022;Explica cómo influyen el clima y las características de las rocas en el tipo de relieve
habi1116;compe131;6023;Analiza la actividad de erosión, transporte y sedimentación producida por las aguas superficiales y reconoce alguno de sus efectos en el relieve
habi1117;compe131;6024;Explica la acción geológica del mar e identifica formas de relieve características
habi1118;compe131;6025;Reconoce las principales formas de relieve originadas por las aguas subterráneas: el modelado kárstico
habi1119;compe131;6026;Analiza la dinámica glaciar e identifica sus efectos sobre el relieve
habi1120;compe131;6027;Asocia la actividad eólica con las formas de relieve resultantes
habi1121;compe131;6028;Identifica la intervención de seres vivos en procesos de meteorización, erosión y sedimentación
habi1122;compe132;6029;Localiza en un mapa las principales zonas de volcanes y terremotos del planeta
habi1123;compe132;6030;Explica el origen de un volcán y localiza sus partes
habi1124;compe132;6033;Relaciona los tipos de erupción volcánica con el magma que los origina y los asocia con su peligrosidad
habi1125;compe132;6034;Conoce y describe cómo se originan los seísmos y los efectos que generan
habi1126;compe132;6035;Conoce cómo actuar ante un terremoto o erupción volcánica
habi1127;compe132;6036;Reconoce pliegues y fallas y comprende su origen
habi1128;compe132;6037;Dibuja pliegues y fallas de distinto tipo y sitúa en ellos sus elementos
habi1129;compe132;6038;Expresa algunas evidencias actuales de la deriva continental y la expansión del fondo oceánico
habi1130;compe132;6039;Localiza las principales placas tectónicas y sus límites
habi1131;compe132;6040;Relaciona los límites de las placas tectónicas con los procesos que se producen en ellos
habi1132;compe133;6041;Resuelve problemas simples de datación relativa, aplicando los principios de superposición de estratos, superposición de procesos y correlación
habi1133;compe133;6042;Describe las características que hicieron posible el desarrollo de la vida en la Tierra
habi1134;compe133;6043;Conoce eventos que dieron lugar a grandes cambios en la Tierra
habi1135;compe133;6044;Comprende que los seres vivos aparecen en la Tierra de manera gradual y reconoce fósiles característicos de cada era
habi1136;compe133;6045;Relaciona variabilidad genética, adaptación y selección natural
habi1137;compe133;6046;Describe diversas teorías sobre el origen de la vida y de las distintas especies de seres vivos
habi1138;compe133;6047;Conoce y describe distintas etapas en la evolución del hombre
habi1139;compe133;6048;Interpreta árboles filogenéticos
habi1140;compe134;6071;Diferencia la materia viva de la inerte partiendo de características particulares de ambas
habi1141;compe134;6072;Conoce los elementos que forman parte de los seres vivos, el papel que juegan en ellos y los grandes grupos de moléculas que forman
habi1142;compe134;6073;Conoce la composición y propiedades del agua y su importancia para los seres vivos
habi1143;compe134;6074;Explica la función de las sales minerales en los seres vivos y conoce estructuras en las que abundan
habi1144;compe134;6075;Diferencia entre los distintos glúcidos (hidratos de carbono) y las funciones que realizan en los seres vivos
habi1145;compe134;6076;Conoce los principales grupos de lípidos y su importancia en los seres vivos
habi1146;compe134;6077;Conoce la composición y estructura de las proteínas y valora la diversidad de funciones que realizan en los seres vivos
habi1147;compe134;6078;Explica las estructuras y funciones de los ácidos nucleicos
habi1148;compe135;6082;Comprende la importancia de cada función vital para el mantenimiento de la vida
habi1149;compe135;6083;Diferencia entre distintos tipos de células
habi1150;compe135;6084;Reconoce las principales estructuras celulares y las relaciona con su función
habi1151;compe135;6085;Conoce los mecanismos básicos de nutrición de la célula
habi1152;compe135;6086;Conoce las formas de relacionarse las células
habi1153;compe135;6087;Reconoce las fases de la mitosis y meiosis, diferencia ambos procesos y explica su significado biológico
habi1154;compe135;6088;Utiliza adecuadamente el microscopio
habi1155;compe135;6089;Conoce la existencia de formas más simples que la célula (virus) y su relación con los seres vivos
habi1156;compe135;6090;Conoce las características y funciones de los principales tejidos de los seres vivos
habi1157;compe136;6095;Conoce los principales grupos de animales vertebrados y sus características
habi1158;compe136;6096;Conoce los principales grupos de animales invertebrados y sus características
habi1159;compe136;6097;Diferencia entre los animales domésticos y los salvajes. Conoce donde viven y su relación con el ser humano
habi1160;compe136;6098;Conoce los principales órganos y aparatos de los animales y explica como funcionan
habi1161;compe136;6099;Describe como realizan los animales las funciones vitales
habi1162;compe136;6100;Identifica ejemplares de animales de interés especial ( especies en peligro de extinción, endémicas …)
habi1163;compe136;6101;Relaciona la presencia en los animales de determinadas estructuras con su adaptación al medio
habi1164;compe137;6102;Conoce de los principales grupos de plantas y sus características
habi1165;compe137;6103;Identifica plantas silvestres y cultivadas. Conoce sus usos
habi1166;compe137;6104;Conoce la morfología de la raíz, el tallo y las hojas y el papel de estos órganos en la nutrición y la relación de las plantas
habi1167;compe137;6105;Describe las estructuras reproductoras de las plantas y explica cómo se reproducen
habi1168;compe137;6106;Identifica ejemplares de plantas de interés especial ( especies en peligro de extinción, endémicas …)
habi1169;compe137;6107;Relaciona la presencia en las plantas de determinadas estructuras con su adaptación al medio
habi1170;compe138;6114;Diferencia entre la organización uni y pluricelular
habi1171;compe138;6115;Comprende las diferencias entre los distintos reinos de seres vivos
habi1172;compe138;6116;Valora la necesidad de clasificar y nombrar los seres vivos
habi1173;compe138;6117;Valora la importancia de las bacterias, algas y hongos en el mantenimiento de la vida sobre el planeta
habi1174;compe138;6118;Conoce enfermedades producidas por Protozoos y la forma de evitar su contagio
habi1175;compe138;6119;Reconoce ejemplares característicos de cada uno de estos reinos
habi1176;compe138;6120;Clasifica ejemplares de seres vivos a partir de claves de identificación
habi1177;compe139;6123;Explica los diferentes niveles de organización en el ser humano
habi1178;compe139;6124;Conoce los aparatos implicados en la nutrición y su contribución a dicho proceso
habi1179;compe139;6125;Conoce la anatomía y fisiología de los componentes de los aparatos digestivo, circulatorio, respiratorio y excretor
habi1180;compe139;6126;Conoce los aparatos y sistemas implicados en la relación y su contribución a dicho proceso
habi1181;compe139;6127;Describe los procesos implicados en la función de relación, identificando el órgano o estructura responsable de cada proceso
habi1182;compe139;6128;Clasifica distintos tipos de receptores sensoriales y los relaciona con los órganos de los sentidos en los cuales se encuentran
habi1183;compe139;6129;Conoce la anatomía de los sistemas nerviosos central y periférico
habi1184;compe139;6130;Conoce las principales funciones que realiza el sistema nervioso
habi1185;compe139;6131;Conoce las glándulas endocrinas, las hormonas que segregan y las funciones que realizan
habi1186;compe139;6132;Reconoce procesos cotidianos en los que se evidencia la integración neuro- endocrina
habi1187;compe139;6133;Conoce la localización de los principales huesos y músculos del cuerpo humano
habi1188;compe139;6134;Conoce los distintos órganos, del aparato reproductor masculino y femenino, especificando sus funciones
habi1189;compe139;6135;Compara la espermatogénesis con la ovogénesis
habi1190;compe139;6136;Explica las fases del desarrollo embrionario y los acontecimientos característicos de cada una de ellas
habi1191;compe139;6137;Conoce las características de las etapas de la vida de un ser humano
habi1192;compe139;6138;Identifica las técnicas de reproducción asistida más frecuentes
habi1193;compe140;6140;Identifica los distintos componentes de un ecosistema
habi1194;compe140;6141;Observa e identifica ecosistemas
habi1195;compe140;6142;Reconoce los diferentes niveles tróficos y sus relaciones en los ecosistemas
habi1196;compe140;6143;Comprende las relaciones entre biotopo y biocenosis, evaluando su importancia para mantener el equilibrio del ecosistema
habi1197;compe140;6144;Interpreta las adaptaciones de los seres vivos a un ambiente determinado
habi1198;compe140;6145;Explica el origen de un suelo y valora la necesidad de protegerlo
habi1199;compe140;6146;Conoce los factores desencadenantes de desequilibrios en un ecosistema y desarrolla actitudes de defensa y recuperación del equilibrio ecológico
habi1200;compe140;6147;Analiza la contaminación desde distintos puntos de vista y propone acciones y hábitos que contribuyen a su solución
habi1201;compe140;6148;Valora el impacto medioambiental producido por actividades humanas
habi1202;compe140;6149;Explica la necesidad del uso sostenible de los recursos naturales y enumera medidas concretas que lo apoyen
habi1203;compe141;6152;Reconoce la función del ADN como portador de la información genética y la relaciona con el concepto de gen
habi1204;compe141;6153;Conoce las características fundamentales del código genético
habi1205;compe141;6154;Reconoce y explica en qué consisten las mutaciones y sus tipos
habi1206;compe141;6155;Conoce los principios básicos de la  Genética mendeliana
habi1207;compe141;6156;Aplica las leyes de la herencia a la resolución de problemas
habi1208;compe141;6157;Identifica las enfermedades hereditarias más frecuentes
habi1209;compe141;6158;Diferencia técnicas de trabajo en ingeniería genética
habi1210;compe141;6159;Describe las técnicas de clonación animal, distinguiendo clonación terapéutica y reproductiva
habi1211;compe142;6161;Conoce el concepto de átomo y diferencia entre distintos modelos atómicos
habi1212;compe142;6162;Diferencia las características de distintas partículas subatómicas
habi1213;compe142;6163;Identifica sistemas materiales como sustancias puras o mezclas y valora la importancia y las aplicaciones de mezclas de especial interés
habi1214;compe142;6164;Propone métodos de separación de los componentes de una mezcla
habi1215;compe142;6165;Resuelve problemas de disoluciones químicas
habi1216;compe142;6166;Justifica las propiedades de los diferentes estados de agregación de la materia y sus cambios de estado, a través del modelo cinético-molecular
habi1217;compe142;6167;Enuncia las leyes de los gases y las representa gráficamente
habi1218;compe143;6172;Asocia los elementos químicos de la tabla periódica con su símbolo
